City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Brae,GB,60.3964,-1.353,45.25,94,100,14.34,light rain
348,Vila Velha,BR,-20.3297,-40.2925,80.55,81,0,12.66,clear sky
349,Talara,PE,-4.5772,-81.2719,72.36,68,0,14.97,clear sky
350,Tura,IN,25.5198,90.2201,68.0,85,2,2.26,clear sky
351,Taltal,CL,-25.4,-70.4833,62.62,75,22,3.33,few clouds
352,Tocopilla,CL,-22.092,-70.1979,63.21,70,16,2.91,few clouds
353,Ailigandi,PA,9.2333,-78.0167,81.37,88,82,7.63,broken clouds
354,Chinhoyi,ZW,-17.3667,30.2,58.59,75,90,4.21,overcast clouds
355,Hannibal,US,39.7084,-91.3585,51.48,88,100,12.01,overcast clouds
356,Astana,KZ,51.1801,71.446,35.55,60,0,11.18,clear sky
357,Zabol,AF,32.25,67.25,60.71,50,100,9.8,overcast clouds
358,Perivolion,GR,39.4206,20.0147,58.66,77,24,4.38,few clouds
359,Arvika,SE,59.6553,12.5852,41.61,51,99,3.56,overcast clouds
360,Vizinga,RU,61.0749,50.1031,38.1,92,100,6.49,overcast clouds
361,Ivankiv,UA,50.9386,29.8943,51.1,76,85,6.64,overcast clouds
362,Mogliano Veneto,IT,45.565,12.235,61.97,70,20,3.44,few clouds
363,Batticaloa,LK,7.7102,81.6924,80.26,82,45,4.92,scattered clouds
364,Den Helder,NL,52.9599,4.7593,46.96,68,100,5.99,overcast clouds
365,San Cristobal,VE,7.7669,-72.225,78.98,76,11,2.75,few clouds
366,San Carlos,VE,9.6612,-68.5827,85.41,46,57,0.85,broken clouds
367,Conde,BR,-7.2597,-34.9075,78.26,94,20,3.44,few clouds
368,Quata,BR,-22.2475,-50.6983,65.46,94,64,14.52,broken clouds
369,Goderich,CA,43.7501,-81.7165,50.92,96,100,14.14,light rain
370,Belize,BZ,17.25,-88.75,93.52,83,80,5.82,broken clouds
371,Plettenberg Bay,ZA,-34.0527,23.3716,61.18,91,1,4.99,clear sky
372,Dikson,RU,73.5069,80.5464,-0.81,98,60,4.97,broken clouds
373,Hadejia,NG,12.4498,10.0444,89.2,22,29,5.75,scattered clouds
374,Shahi,IN,28.55,79.3167,80.33,46,0,8.68,clear sky
375,Savinka,RU,50.0785,47.0994,46.45,46,1,6.02,clear sky
376,Ozuluama,MX,21.6667,-97.85,82.31,75,89,12.19,overcast clouds
377,Cherdyn,RU,60.403,56.4787,44.37,90,100,12.08,overcast clouds
378,Viedma,AR,-40.8135,-62.9967,59.9,43,23,9.33,few clouds
379,Sibiti,CG,-3.6819,13.3499,69.03,97,75,1.63,light rain
380,Yafran,LY,32.0633,12.5286,63.09,38,3,11.9,clear sky
381,Saint-Raphael,HT,19.4333,-72.2,73.67,89,17,2.51,few clouds
382,Guarapari,BR,-20.6667,-40.4975,77.9,78,52,9.95,broken clouds
383,Kenora,CA,49.8167,-94.4337,50.97,40,20,4.61,few clouds
384,Muscle Shoals,US,34.7448,-87.6675,81.64,68,100,7.36,overcast clouds
385,Marawi,PH,7.9986,124.2928,75.11,78,96,1.68,overcast clouds
386,Bengkulu,ID,-3.8004,102.2655,76.48,89,99,4.43,overcast clouds
387,Paracuru,BR,-3.41,-39.0306,83.1,86,98,10.29,overcast clouds
388,Diapaga,BF,12.0708,1.7889,91.96,29,70,5.19,broken clouds
389,Bilma,NE,18.6853,12.9164,87.19,15,15,10.42,few clouds
390,Mao,ES,39.8885,4.2658,57.76,94,40,6.91,scattered clouds
391,Melnikovo,RU,56.5558,84.085,33.91,78,7,2.68,clear sky
392,Manavalakurichi,IN,8.1333,77.3,81.28,84,100,11.54,overcast clouds
393,Atar,MR,20.5169,-13.0499,82.6,14,0,7.16,clear sky
394,Bodden Town,KY,19.2833,-81.25,84.2,72,75,10.36,broken clouds
395,Sorada,IN,19.75,84.4333,80.15,76,45,1.16,scattered clouds
396,Talnakh,RU,69.4865,88.3972,15.21,93,100,5.79,overcast clouds
397,Bela,IN,25.9333,81.9833,83.52,52,1,10.67,clear sky
398,Nargana,PA,9.4428,-78.5906,81.75,86,73,9.08,broken clouds
399,Capao Bonito,BR,-24.0058,-48.3494,63.18,87,20,3.47,few clouds
400,Raduzhnyy,RU,62.0961,77.475,27.82,78,53,11.54,broken clouds
401,Marsh Harbour,BS,26.5412,-77.0636,76.01,85,76,14.32,broken clouds
402,Bensonville,LR,6.4461,-10.6125,78.01,89,53,3.2,broken clouds
403,Loiza,PR,18.4313,-65.8802,80.6,86,75,12.66,broken clouds
404,Xuddur,SO,4.1213,43.8894,73.76,83,79,15.14,broken clouds
405,Riyadh,SA,24.6877,46.7219,80.74,18,0,8.79,clear sky
406,Balancan,MX,17.8,-91.5333,89.55,52,69,3.76,broken clouds
407,Bangassou,CF,4.7413,22.8184,68.99,87,95,1.3,overcast clouds
408,Krasnoselkup,RU,65.7,82.4667,25.99,85,98,23.02,overcast clouds
409,Tutoia,BR,-2.7619,-42.2744,79.2,87,91,8.99,moderate rain
410,Mitsamiouli,KM,-11.3847,43.2844,80.24,76,70,3.02,light rain
411,Tunoshna,RU,57.5459,40.1254,37.38,87,0,8.95,clear sky
412,Uige,AO,-7.6087,15.0613,65.93,84,8,3.13,clear sky
413,Methoni,GR,36.8197,21.7049,60.22,85,30,11.45,scattered clouds
414,Jardim,BR,-21.4803,-56.1381,57.24,93,90,3.65,overcast clouds
415,Paita,PE,-5.0892,-81.1144,67.84,83,17,14.5,few clouds
416,Nosy Varika,MG,-20.5833,48.5333,72.05,80,85,6.46,overcast clouds
417,Diffa,NE,13.3154,12.6113,87.01,36,5,7.54,clear sky
418,Piracanjuba,BR,-17.3028,-49.0167,73.51,49,94,2.46,overcast clouds
419,Mangan,IN,27.5167,88.5333,67.44,75,40,1.34,scattered clouds
420,Syava,RU,58.0146,46.3222,44.06,89,100,7.02,overcast clouds
421,Axim,GH,4.8699,-2.2405,80.55,84,74,5.75,broken clouds
422,San Francisco,US,37.7749,-122.4194,84.76,53,0,21.85,clear sky
423,Paamiut,GL,61.994,-49.6678,29.08,94,100,17.05,snow
424,Verkhnyaya Inta,RU,65.9811,60.3094,37.72,96,100,20.2,light rain
425,Atyrau,KZ,47.1167,51.8833,42.82,70,0,8.95,clear sky
426,Padre Bernardo,BR,-15.35,-48.5,70.5,61,16,1.25,few clouds
427,Valreas,FR,44.3837,4.9908,53.89,86,88,3.58,overcast clouds
428,Bougouni,ML,11.417,-7.479,82.81,47,99,4.34,overcast clouds
429,Sept-Iles,CA,50.2001,-66.3821,45.12,53,20,4.61,few clouds
430,South Sioux City,US,42.4739,-96.4136,57.47,51,75,5.99,broken clouds
431,Sakakah,SA,29.9697,40.2064,81.97,22,17,9.04,few clouds
432,Saint Stephen,GB,50.3333,-4.9,49.21,100,100,2.3,fog
433,Aviles,ES,43.5547,-5.9248,55.76,85,75,0.0,broken clouds
434,San Rafael,AR,-34.6177,-68.3301,60.44,27,0,9.04,clear sky
435,Yenangyaung,MM,20.4667,94.8833,81.32,65,11,2.44,few clouds
436,Saharsa,IN,25.8833,86.6,77.94,72,29,11.59,scattered clouds
437,Aquiraz,BR,-3.9014,-38.3911,83.17,87,63,11.18,broken clouds
438,Boguchany,RU,58.3814,97.4531,35.51,74,39,7.34,scattered clouds
439,Belyy Yar,RU,53.6039,91.3903,39.85,49,0,13.42,clear sky
440,Barinas,VE,8.6226,-70.2075,89.64,51,52,4.61,broken clouds
441,Karla,EE,59.3723,24.9275,37.36,56,0,10.36,clear sky
442,Doctor Juan Manuel Frutos,PY,-25.3667,-55.8,55.53,93,100,9.15,overcast clouds
443,Toul,FR,48.6667,5.9167,54.99,93,0,3.44,clear sky
444,Tazovskiy,RU,67.4667,78.7,22.24,96,100,10.27,light snow
445,Khandagayty,RU,50.7333,92.05,45.25,41,76,8.79,broken clouds
446,Mahanoro,MG,-19.9,48.8,70.9,87,52,7.81,light rain
447,Tlatlauquitepec,MX,19.85,-97.4833,69.35,69,99,4.5,overcast clouds
448,Mogadishu,SO,2.0371,45.3438,80.78,82,100,14.34,overcast clouds
449,Krasnogvardeyskoye,RU,45.8456,41.5186,43.75,89,70,7.65,broken clouds
450,Gbadolite,CD,4.2833,21.0167,68.88,94,90,0.47,overcast clouds
451,Hofn,IS,64.2539,-15.2082,42.49,87,100,5.68,overcast clouds
452,Saint-Pierre,RE,-21.3393,55.4781,70.29,64,0,6.91,clear sky
453,Itaituba,BR,-4.2761,-55.9836,76.24,94,97,0.38,light rain
454,Tessalit,ML,20.1986,1.0114,79.45,10,69,5.28,broken clouds
455,Belinskiy,RU,52.9647,43.4165,48.16,68,99,12.17,overcast clouds
456,Senno,RU,59.5336,33.9167,32.27,95,45,8.08,light snow
457,Robertsport,LR,6.7533,-11.3686,82.54,83,4,8.5,clear sky
458,Chimore,BO,-16.9833,-65.1333,61.32,99,100,0.47,overcast clouds
459,Salinas,US,36.6777,-121.6555,82.56,45,0,16.11,clear sky
460,Kashi,CN,39.4547,75.9797,69.01,22,40,6.71,scattered clouds
461,Chippewa Falls,US,44.9369,-91.3929,57.81,46,0,6.91,clear sky
462,Stolin,BY,51.8912,26.846,44.26,90,84,5.86,broken clouds
463,Esik,KZ,43.3552,77.4525,58.42,71,92,3.18,overcast clouds
464,Macusani,PE,-14.0833,-70.4333,38.25,90,93,6.67,overcast clouds
465,Zhezkazgan,KZ,47.8043,67.7144,48.83,72,100,15.77,heavy intensity rain
466,Pitsunda,GE,43.1592,40.3378,50.18,76,72,4.14,broken clouds
467,Leczna,PL,51.3012,22.8814,44.94,93,0,5.75,clear sky
468,Machado,BR,-21.6747,-45.9197,66.78,65,19,1.21,few clouds
469,Gamba,GA,-2.65,10.0,77.25,92,100,5.68,moderate rain
470,Capreol,CA,46.706,-80.9225,48.54,93,100,2.3,overcast clouds
471,Ostrov,RU,57.3439,28.3537,35.33,74,21,8.41,few clouds
472,Neustadt,DE,49.7117,12.0872,50.7,85,100,3.44,mist
473,Mattru,SL,7.6244,-11.8332,78.69,88,9,1.97,clear sky
474,La Rioja,ES,42.25,-2.5,46.18,96,97,3.71,overcast clouds
475,Cordoba,AR,-31.4135,-64.1811,47.25,76,0,8.05,clear sky
476,Santiago Del Estero,AR,-27.7951,-64.2615,58.21,50,0,4.56,clear sky
477,Werda,BW,-25.2667,23.2833,62.08,53,0,5.95,clear sky
478,Torres,BR,-29.3353,-49.7269,66.83,94,100,8.57,heavy intensity rain
479,Luena,AO,-11.7833,19.9167,57.24,69,37,5.7,scattered clouds
480,Kosh-Agach,RU,50.0,88.6667,38.41,81,100,4.16,overcast clouds
481,Maniitsoq,GL,65.4167,-52.9,22.82,88,98,26.82,light snow
482,Bandarbeyla,SO,9.4942,50.8122,81.95,84,45,6.89,scattered clouds
483,Natal,BR,-5.795,-35.2094,80.82,89,20,8.05,few clouds
484,Balykshi,KZ,47.0667,51.8667,42.8,70,0,8.95,clear sky
485,Valparaiso,CL,-33.0393,-71.6273,57.47,74,0,4.61,clear sky
486,Vuktyl,RU,63.8567,57.3094,37.69,97,100,7.61,moderate rain
487,Kuloy,RU,61.0305,42.4925,31.62,86,34,8.46,scattered clouds
488,Mount Darwin,ZW,-16.7725,31.5838,57.65,89,76,2.33,broken clouds
489,Mopti,ML,14.6667,-4.0,91.0,11,30,5.99,scattered clouds
490,Manaure,CO,11.7751,-72.4445,84.24,64,81,23.58,broken clouds
491,Cianorte,BR,-23.6633,-52.605,56.57,94,100,11.63,overcast clouds
492,Trier,DE,49.7557,6.6394,56.05,92,32,4.43,scattered clouds
493,Krabi,TH,8.0726,98.9105,82.06,99,75,0.0,mist
494,Timberlake,US,37.3207,-79.2575,77.61,73,0,4.61,clear sky
495,Fayetteville,US,35.0527,-78.8784,76.87,79,40,13.8,scattered clouds
496,Stornoway,GB,58.2093,-6.3865,48.16,92,100,12.66,overcast clouds
497,Micheweni,TZ,-4.9667,39.8333,79.5,78,100,15.99,light rain
498,Carballo,ES,43.213,-8.691,55.09,86,54,9.1,broken clouds
499,Mookane,BW,-23.688,26.6595,60.44,54,0,3.51,clear sky
500,Commerce,US,34.0006,-118.1598,79.39,57,0,14.97,clear sky
501,Sungurlu,TR,40.1675,34.3739,54.07,91,68,3.36,broken clouds
502,Kousseri,CM,12.0769,15.0306,89.35,38,29,9.1,scattered clouds
503,Varzea Grande,BR,-15.6467,-56.1325,69.67,78,100,11.5,overcast clouds
504,Bahir Dar,ET,11.5936,37.3908,68.16,66,36,2.66,scattered clouds
505,Abraveses,PT,40.6814,-7.921,51.08,75,32,7.18,scattered clouds
506,Hamilton,US,39.1834,-84.5333,75.15,79,20,11.5,few clouds
507,Santa Fe,AR,-31.6333,-60.7,58.01,86,0,4.54,light rain
508,Geraldton,AU,-28.7667,114.6,57.61,67,3,17.27,clear sky
509,Rockport,US,28.0206,-97.0544,84.99,85,20,17.27,haze
510,Agadez,NE,19.75,10.25,84.31,15,76,5.82,broken clouds
511,Sines,PT,37.9562,-8.8698,59.29,77,54,3.0,broken clouds
512,Quirinopolis,BR,-18.4483,-50.4517,79.45,41,63,8.66,broken clouds
513,Orissaare,EE,58.5592,23.0826,38.97,66,0,12.5,clear sky
514,Usinsk,RU,65.9939,57.5281,34.38,92,100,15.79,overcast clouds
515,Esmeraldas,BR,-19.7625,-44.3139,76.06,52,18,3.65,few clouds
516,Lahij,YE,13.1667,44.5833,80.04,52,17,3.91,few clouds
517,Villeneuve-Sur-Lot,FR,44.5,0.6667,54.72,92,92,1.54,overcast clouds
518,Rawson,AR,-43.3002,-65.1023,63.61,43,100,17.13,overcast clouds
519,Kapoeta,SS,4.7717,33.5903,78.46,58,52,6.67,broken clouds
520,Saint Cloud,US,45.5608,-94.1625,57.92,44,7,5.01,clear sky
521,Hollola,FI,61.05,25.4333,29.26,67,30,4.18,scattered clouds
522,Kayerkan,RU,69.3497,87.7602,14.52,92,99,5.12,overcast clouds
523,Abapo,BO,-18.8333,-63.4667,53.56,82,95,3.06,overcast clouds
524,Abancay,PE,-13.6339,-72.8814,58.53,90,67,3.69,broken clouds
525,Filadelfia,US,39.9523,-75.1638,66.38,65,40,12.66,scattered clouds
526,Shwebo,MM,22.5667,95.7,74.97,82,95,6.62,overcast clouds
527,Padang,ID,-0.9492,100.3543,77.05,93,100,5.95,moderate rain
528,Henties Bay,NA,-22.116,14.2845,65.95,68,0,4.16,clear sky
529,Honningsvag,NO,70.9821,25.9704,28.15,64,100,25.32,light snow
530,Hammond,US,41.5834,-87.5,46.49,94,100,17.27,overcast clouds
531,Miraflores,MX,19.2167,-98.8083,83.03,31,98,1.5,overcast clouds
532,Chapais,CA,49.7834,-74.8492,46.18,94,100,5.01,overcast clouds
533,Greenville,US,35.6127,-77.3663,82.35,60,100,12.66,light rain
534,Bolobo,CD,-2.1667,16.2333,72.16,94,98,1.9,light rain
535,Camocim,BR,-2.9022,-40.8411,77.86,90,82,12.37,broken clouds
536,Maarianhamina,AX,60.0973,19.9348,28.26,80,0,1.14,clear sky
537,Korla,CN,41.7597,86.1469,68.77,18,52,3.24,broken clouds
538,Asino,RU,56.9979,86.1452,33.66,83,8,5.99,clear sky
539,Hwange,ZW,-18.3693,26.5019,61.3,65,19,2.42,few clouds
540,Andenes,NO,69.3143,16.1194,31.98,64,75,21.85,broken clouds
541,Yarada,IN,17.65,83.2667,82.72,89,75,2.3,broken clouds
542,Desbiens,CA,48.4178,-71.9495,57.85,88,99,7.83,overcast clouds
543,Paime,CO,5.3708,-74.1528,70.16,93,12,3.98,few clouds
544,Santa Cruz,BO,-17.8,-63.1667,64.45,68,75,9.22,broken clouds
545,Saint-Joseph,RE,-21.3667,55.6167,69.21,84,23,11.81,few clouds
546,Mitchell,US,43.7094,-98.0298,56.73,49,0,9.22,clear sky
547,Terebovlya,UA,49.3019,25.71,46.74,86,22,5.01,few clouds
548,Skibbereen,IE,51.55,-9.2667,54.1,95,38,9.22,scattered clouds
549,Rabo De Peixe,PT,37.8,-25.5833,63.28,78,75,3.44,light rain
550,Urengoy,RU,65.9667,78.3667,29.12,96,100,19.98,light snow
551,Copiapo,CL,-27.3667,-70.3333,55.09,39,0,1.28,clear sky
552,Durant,US,33.994,-96.3708,61.48,71,100,8.05,overcast clouds
553,Terrasini,IT,38.146,13.0844,61.07,79,0,4.61,clear sky
554,La Antigua,CO,6.7153,-76.079,62.6,98,92,2.73,overcast clouds
555,Aurillac,FR,44.9167,2.45,48.69,98,75,3.44,mist
556,Gandajika,CD,-6.75,23.95,66.61,91,40,3.67,scattered clouds
557,Boromlya,UA,50.6184,34.9704,46.72,88,39,6.17,scattered clouds
558,Kolpny,RU,52.2282,37.0368,47.08,90,71,9.98,broken clouds
559,Chapleau,CA,47.8405,-83.4034,42.89,75,100,8.05,overcast clouds
560,Zelenoborsk,RU,61.4669,64.0333,40.24,83,100,13.09,overcast clouds
561,Hambantota,LK,6.1241,81.1185,79.66,88,98,12.33,overcast clouds
562,Champerico,GT,14.3,-91.9167,84.74,69,46,12.48,scattered clouds
563,Menongue,AO,-14.6585,17.691,57.74,71,28,4.16,scattered clouds
564,Ignatovka,RU,53.9479,47.6536,47.8,65,97,13.56,overcast clouds
565,Rauma,FI,61.1272,21.5113,32.04,72,15,12.5,few clouds
566,Silvassa,IN,20.2667,73.0167,78.35,87,8,2.62,clear sky
567,Prado,BR,-17.3411,-39.2208,75.79,79,0,8.43,clear sky
568,Mecca,SA,21.4267,39.8261,84.4,23,0,1.61,clear sky
569,Kalmunai,LK,7.4167,81.8167,80.04,83,49,4.85,scattered clouds
570,Havoysund,NO,70.9963,24.6622,28.63,63,89,20.71,light snow
571,Sovetskiy,RU,61.3614,63.5842,40.64,82,100,12.5,overcast clouds
572,Yar-Sale,RU,66.8333,70.8333,34.79,100,100,15.75,overcast clouds
573,Freeport,US,40.6576,-73.5832,56.37,73,75,11.5,broken clouds
574,Westport,US,41.1415,-73.3579,55.74,84,100,8.05,overcast clouds
575,Entre Rios,BR,-11.9419,-38.0844,71.29,96,72,3.18,broken clouds
576,Chongwe,ZM,-15.3292,28.682,56.21,82,36,3.67,scattered clouds
577,Kargasok,RU,59.0556,80.8572,33.31,86,42,8.5,scattered clouds
578,Namwala,ZM,-15.7504,26.4384,56.08,89,1,3.49,clear sky
579,Sistranda,NO,63.7256,8.834,31.96,56,89,5.93,overcast clouds
580,The Valley,AI,18.217,-63.0578,80.46,78,20,10.36,few clouds
581,Hoopstad,ZA,-27.8327,25.9083,58.17,44,0,1.79,clear sky
582,Bombay,IN,19.0144,72.8479,84.18,79,40,4.61,haze
583,Nokaneng,BW,-19.6667,22.2667,59.97,43,2,6.26,clear sky
584,Terrace Bay,CA,48.7834,-87.1,36.61,78,96,9.89,overcast clouds
585,Japura,ID,-0.3167,102.35,74.88,98,100,1.32,overcast clouds
586,Manaus,BR,-3.1019,-60.025,81.09,83,40,2.3,scattered clouds
587,Villablino,ES,42.9393,-6.3194,45.82,92,70,4.79,broken clouds
588,Ous,RU,60.9058,61.5186,42.67,73,100,13.44,overcast clouds
589,Mendeleyevo,RU,56.0333,37.2167,44.38,78,0,8.95,clear sky
590,Kaduqli,SD,11.0167,29.7167,79.41,62,100,5.82,overcast clouds
591,Sechura,PE,-5.5569,-80.8222,70.88,71,16,15.57,few clouds
592,Sfantu Gheorghe,RO,45.8667,25.7833,47.26,79,98,1.05,overcast clouds
593,Galle,LK,6.0367,80.217,80.69,84,93,8.61,overcast clouds
594,Krasnoborsk,RU,61.5598,45.934,33.66,87,44,7.07,scattered clouds
595,Kodinsk,RU,58.6881,99.1844,33.21,83,21,10.18,few clouds
596,Basugaon,IN,26.4667,90.4,72.21,86,35,7.78,scattered clouds
597,Marshalltown,US,42.0494,-92.908,51.35,76,100,11.5,overcast clouds
598,Dwarka,IN,22.2394,68.9678,82.22,82,0,10.92,clear sky
599,Tsabong,BW,-26.0217,22.401,65.07,46,4,6.69,clear sky
600,Laguna De Perlas,NI,12.3429,-83.6712,82.49,85,61,8.72,broken clouds
601,Quemado De Guines,CU,22.7853,-80.2536,75.42,77,88,2.66,light rain
602,Bajil,YE,15.0584,43.2851,87.26,54,17,1.74,few clouds
603,Jaque,PA,7.5175,-78.1703,81.28,85,95,2.13,overcast clouds
604,Galdar,ES,28.147,-15.6502,64.35,76,36,15.52,scattered clouds
605,Ludvika,SE,60.1496,15.1878,32.61,45,95,2.98,overcast clouds
606,Bafra,TR,41.5678,35.9069,58.3,95,75,2.01,broken clouds
607,Praia,CV,14.9215,-23.5087,72.14,73,0,14.97,clear sky
608,Mezen,RU,65.8522,44.24,28.78,96,100,11.36,light snow
609,Aleksandrov Gay,RU,50.147,48.5704,46.78,44,10,7.16,clear sky
610,Marabba,SD,12.35,32.1833,86.88,48,81,14.9,broken clouds
611,Orsk,RU,51.2049,58.5668,41.9,81,0,4.47,clear sky
612,Kozhva,RU,65.1073,57.0459,35.58,92,100,8.21,overcast clouds
613,Aktau,KZ,43.65,51.2,46.98,60,46,9.55,scattered clouds
614,Macomer,IT,40.262,8.7699,48.36,81,82,2.86,broken clouds
615,Saint-Francois,FR,46.4154,3.9054,50.68,93,0,2.3,clear sky
616,Nashua,US,42.7654,-71.4676,56.7,70,75,4.61,broken clouds
617,Oksovskiy,RU,62.6062,39.8984,28.72,89,65,8.46,broken clouds
618,Nazilli,TR,37.9163,28.3223,58.93,89,60,2.86,broken clouds
619,Saquarema,BR,-22.92,-42.5103,77.14,76,5,7.23,clear sky
620,Bouake,CI,7.6895,-5.0218,75.72,85,98,0.45,overcast clouds
621,Zelenogradsk,RU,54.9589,20.4767,38.97,65,0,4.47,clear sky
622,Araure,VE,9.5601,-69.2148,84.72,50,75,2.24,broken clouds
623,Pacora,PA,9.0833,-79.2833,87.78,70,40,9.22,scattered clouds
624,Malakal,SS,9.5334,31.6605,84.47,53,92,2.86,overcast clouds
625,Lac Du Bonnet,CA,50.2536,-96.0612,52.77,51,23,2.84,few clouds
626,Puerto El Triunfo,SV,13.2833,-88.55,90.52,71,53,8.21,broken clouds
627,Banda Aceh,ID,5.5577,95.3222,78.64,84,100,14.7,overcast clouds
628,Yenagoa,NG,4.9247,6.2642,76.77,91,88,4.09,overcast clouds
629,Lethem,GY,3.3803,-59.7968,78.93,71,95,8.59,overcast clouds
630,Bonita Springs,US,26.3398,-81.7787,80.58,68,47,6.8,scattered clouds
631,Thohoyandou,ZA,-22.9456,30.485,58.05,63,0,3.2,clear sky
632,Dawlatabad,AF,36.4141,64.9053,68.07,59,100,4.59,light rain
633,Abong Mbang,CM,3.9833,13.1833,67.14,97,74,2.57,light rain
634,Isla Mujeres,MX,21.2311,-86.731,84.25,80,5,10.4,clear sky
635,Robertson,US,36.5167,-86.8667,82.38,73,0,10.36,clear sky
636,Baykit,RU,61.67,96.37,31.35,82,99,12.46,overcast clouds
637,Isetskoye,RU,56.4858,65.3226,42.84,61,35,8.43,scattered clouds
638,Tete,MZ,-16.1564,33.5867,73.49,68,75,6.91,broken clouds
639,Klaksvik,FO,62.2266,-6.589,47.32,99,100,13.91,overcast clouds
640,Njombe,TZ,-9.3333,34.7667,52.95,93,52,6.64,broken clouds
641,Quatre Cocos,MU,-20.2078,57.7625,75.31,83,36,9.8,light rain
642,San Juan De Los Morros,VE,9.9115,-67.3538,81.95,53,53,3.58,broken clouds
643,Ulaangom,MN,49.9811,92.0667,51.82,38,82,10.85,broken clouds
644,Joutseno,FI,61.118,28.5076,30.25,77,89,11.79,overcast clouds
645,Atbasar,KZ,51.8,68.3333,42.01,41,83,8.72,broken clouds
646,Sisimiut,GL,66.9395,-53.6735,20.57,86,98,18.3,overcast clouds
647,Puerto Madero,MX,14.7208,-92.4215,89.8,62,75,14.97,broken clouds
648,Mizan Teferi,ET,6.9833,35.5833,61.12,95,79,3.0,broken clouds
649,Svebolle,DK,55.6518,11.2866,48.78,62,91,4.14,overcast clouds
650,Ilanskiy,RU,56.2358,96.065,33.17,98,100,13.96,snow
651,Safaga,EG,26.7292,33.9365,80.94,41,63,2.98,broken clouds
652,Montijo,PT,38.7067,-8.9739,63.01,70,0,8.05,clear sky
653,Acajutla,SV,13.5928,-89.8275,85.75,69,74,6.02,broken clouds
654,Chokwe,MZ,-24.5333,32.9833,63.68,93,0,2.55,clear sky
655,Rudbar,AF,30.15,62.6,74.41,33,0,7.96,clear sky
656,Nicoya,CR,10.1483,-85.452,81.1,81,85,3.56,overcast clouds
657,Ambilobe,MG,-13.2,49.05,69.96,90,24,3.71,few clouds
658,Massakory,TD,12.996,15.7293,90.1,32,23,5.64,few clouds
659,Ornskoldsvik,SE,63.2909,18.7153,31.15,69,15,8.05,few clouds
660,Ndele,CF,8.4109,20.6473,75.25,73,98,2.77,overcast clouds
661,Bonfim,BR,3.0833,-59.95,80.46,67,88,7.58,overcast clouds
662,Sigli,ID,5.3848,95.9609,78.87,80,100,6.2,overcast clouds
663,Vestmannaeyjar,IS,63.4427,-20.2734,40.71,79,73,23.76,broken clouds
664,Elizabeth City,US,36.2946,-76.2511,77.02,86,75,12.66,mist
665,Marrakesh,MA,31.6315,-8.0083,60.87,63,75,4.61,broken clouds
666,Rio Cuarto,AR,-33.1307,-64.3499,58.77,47,0,10.36,light rain
667,Shakawe,BW,-18.3667,21.85,60.4,48,56,6.2,broken clouds
668,Teguise,ES,29.0605,-13.564,62.82,72,40,12.66,scattered clouds
669,Jumla,NP,29.2747,82.1838,51.17,85,78,3.0,broken clouds
670,Saint-Malo,FR,48.5,-1.8333,51.46,92,14,6.04,few clouds
671,Forres,GB,57.6113,-3.6108,50.22,80,75,6.91,broken clouds
672,Opuwo,NA,-18.0607,13.84,64.26,39,0,7.47,clear sky
673,North Myrtle Beach,US,33.816,-78.68,79.29,89,0,14.97,clear sky
674,Jakar,BT,27.5492,90.7525,48.43,88,40,1.57,scattered clouds
675,Pinellas Park,US,27.8428,-82.6995,84.22,69,0,9.22,light intensity drizzle
676,Trairi,BR,-3.2778,-39.2689,79.2,87,99,8.88,overcast clouds
677,Nata,PA,8.3333,-80.5167,82.08,80,99,7.05,overcast clouds
678,Tiznit,MA,29.5833,-9.5,53.64,82,70,12.64,broken clouds
679,Kuruman,ZA,-27.4524,23.4325,58.57,52,37,3.69,scattered clouds
680,Sorland,NO,67.667,12.6934,34.7,59,100,5.48,overcast clouds
681,Palma Del Rio,ES,37.7002,-5.2812,53.92,94,98,2.04,overcast clouds
682,Pimentel,PE,-6.8367,-79.9342,68.29,73,0,18.41,clear sky
683,Aksarka,RU,66.5606,67.7975,34.77,98,100,16.11,overcast clouds
684,Taunton,GB,51.0211,-3.1047,53.87,94,95,1.99,overcast clouds
685,Rayachoti,IN,14.05,78.75,79.61,75,25,3.89,scattered clouds
686,Birin,NP,26.8865,88.0718,57.33,89,31,3.74,scattered clouds
687,Lodja,CD,-3.4833,23.4333,69.33,96,33,2.21,scattered clouds
688,Kalabo,ZM,-14.97,22.6814,63.0,60,80,6.55,broken clouds
689,Iracoubo,GF,5.4802,-53.2011,75.47,94,100,8.39,overcast clouds
690,Koping,SE,59.514,15.9926,41.9,42,96,3.87,overcast clouds
691,Gobabis,NA,-22.45,18.9667,55.63,44,0,10.0,clear sky
692,Gasa,PS,31.5,34.4667,67.87,90,26,12.33,scattered clouds
693,Manadhoo,MV,5.7667,73.3833,84.97,69,95,15.57,overcast clouds
694,Keita,NE,14.7551,5.7749,87.6,15,65,4.5,broken clouds
